ccode,country,cnum,year,cct_cov_n_households,household_size,cct_cov_n_people,cct_xpnd_pctGDP,cct_loc_cur_max_ph,cct_USD_max_ph,month_inc_wageearn_lc,source,cct_vis_med_income_wageearner,program_rank,poverty_rate,pop,poverty_n,pen_rate_waged_all,pen_rate_non_waged_all,pen_rate_occup_all,pen_gap_waged_non_waged_all,pen_gap_waged_occup_1,pen_gap_waged_occup_2,pen_gap_waged_occup_3,pen_gap_waged_occup_4,pen_gap_waged_occup_5,pen_gap_waged_occup_all,pen_diff_q1q5_waged,pen_diff_q1q5_occup,occup_no_pension,elderly_covered_any_pension,elderly_covered_cont,elderly_covered_ncp,elderly_no_pension,elderly_not_covered_cont,only_ncp,priv_pens_pct_gdp,pencont_adm,priv_health_exp_pc_USD,priv_health_exp_pc_ppp,priv_health_exp_pct,oop_health_exp_pc_USD,oop_health_exp_pc_ppp,oop_health_exp_pct,cat_hexp_risk,govt_hexp_pctGDP_WB,UHC_index,one_minus_UHC,cat_hexp_sec,primschoolenrol,upsecschoolenrol,pct_priv_primschool,pct_priv_secschool,ec_enr_rate,ecdev_enr_rate,preprim_enr_rate,pct_priv_ec,pct_priv_preprim,pct_priv_ecdev,total_social_xpnd_pctGDP,envir_xpnd_pctGDP,housing_xpnd_pctGDP,health_pub_xpnd_pctGDP,recreation_xpnd_pctGDP,educ_xpnd_pctGDP,soc_prot_xpnd_pctGDP,gov_hexp_ppp_WB,educ_exp_pctGDP_WB,usd_2010_cpi_index,gov_hexp_ppp_WB_cnstnt,mat_leave_weeks,mat_rep_rate,mat_funding,pat_leave_days,leave_gender_bias,cct_program,pen_repl_rate_median_income,ncp_vis_cont
CRI,Costa Rica,226,2007,24437,4.1,100191.7,6.12587017792047e-4,80000,154.853478633236,253236.9,SEDLAC 2020,0.31590972721589944,1,0.205,4404628,902948.74,0.74,0.3817910447761197,0.644,0.3582089552238803,0.08400000000000002,0.09600000000000009,0.08699999999999997,0.08999999999999997,0.09100000000000008,0.09599999999999997,0.345,0.3379999999999999,0.356,0.46299999999999997,0.314,0.149,0.537,0.6859999999999999,0.149,4.9,0.564,143.88908648,277.26500574,33.69436264,132.0092432,254.3733126,30.91247177,16.8,4.63240004,NA,NA,83.2,NA,NA,7.51496982574463,10.0271501541138,NA,NA,NA,NA,NA,NA,7.974409,0.060417,0.08843,0.296175,0.102258,4.640091,2.787038,817.6796875,4.65889978408813,95.0869923788515,859.9280164863662,17,0.5,mixed,0,no paternal,ACV,79.4,67
CRI,Costa Rica,226,2010,138414,4.3,595180.2,0.0025269391643304895,80000,152.1406568728754,390782.892302535,SEDLAC 2021,0.2047172524074208,1,0.19,4577378,869701.8200000001,0.7559999999999999,0.4129037656903773,0.674,0.3430962343096226,0.064,0.07600000000000007,0.06999999999999995,0.07299999999999995,0.08699999999999997,0.08199999999999985,0.389,0.36600000000000005,0.32599999999999996,0.43799999999999994,0.28300000000000003,0.155,0.562,0.717,0.155,6.8,0.6809999999999999,181.49171917,283.65673466,27.474330900000002,167.68534537,262.07849996,25.38431358,11.1,5.80644417,0.74,0.26,88.9,NA,NA,8.10262966156006,9.65635967254639,0.271637304991603,0.0248393327480246,0.774386012605252,16.5246,12.51132,77.9443,11.746408,0.091059,0.272077,0.579326,0.168281,6.568148,4.067517,1025.91491699,6.63444995880127,100,1025.91491699,17,0.5,mixed,0,no paternal,ACV,79.4,67
CRI,Costa Rica,226,2011,139665,4.3,600559.5,0.002363044791756894,80000,158.20774673083204,438418.81142437516,SEDLAC 2021,0.1824739220018609,1,0.19399999999999998,4633086,898818.6839999999,0.745,0.44083333333333335,0.672,0.30416666666666664,0.041999999999999926,0.07899999999999996,0.06599999999999995,0.06700000000000006,0.07399999999999984,0.07299999999999995,0.4119999999999999,0.38,0.32799999999999996,0.479,0.32799999999999996,0.152,0.521,0.672,0.152,8.2,0.695,222.47694107,326.5126474,29.67763901,193.28269887,283.66645729,25.78322983,11.5,5.70106506,NA,NA,88.5,0.9996196999999999,0.8029883999999999,8.45291996002197,9.61466026306152,0.272209356941059,0.02595549692783,0.779386425869921,16.48482,12.50321,74.53524,11.318116,0.091836,0.151328,0.545893,0.146857,6.381509,4.000693,1093.24145508,6.45534992218018,103.156841568622,1059.7856995774282,17,0.5,mixed,0,no paternal,ACV,79.4,67
CRI,Costa Rica,226,2012,137557,4.2,577739.4,0.002086367890281393,80000,159.07688890936703,429673.12043625204,SEDLAC 2021,0.18618804899588573,1,0.18600000000000003,4688000,871968.0000000001,0.77,0.4185355648535561,0.6859999999999999,0.35146443514644393,0.07200000000000001,0.07599999999999996,0.06400000000000006,0.07399999999999995,0.09600000000000009,0.08400000000000007,0.401,0.37699999999999995,0.31400000000000006,0.461,0.312,0.14800000000000002,0.5389999999999999,0.688,0.14800000000000002,8.9,0.6920000000000001,229.50900204,326.24472806,29.25608063,192.21991283,273.23866442,24.5027504,10.2,5.50347853,NA,NA,89.8,0.9994292,0.7971067,8.46094989776611,9.53666019439697,0.271324217495146,0.0260384398395398,0.775136318719208,16.82625,12.16604,84.36794,11.76703,0.11328,0.141146,0.847178,0.171349,6.584852,3.909225,1111.21472168,6.6898398399353,105.291504532867,1055.3697818356577,17,0.5,mixed,0,no paternal,ACV,79.4,67
CRI,Costa Rica,226,2013,133147,4.1,545902.7,0.0019178453973173596,80000,160.07464837913696,438339.60306448786,SEDLAC 2021,0.1825068952034218,1,0.18100000000000002,4742107,858321.3670000001,0.765,0.4425510204081628,0.6859999999999999,0.3224489795918372,0.06700000000000006,0.06999999999999995,0.06699999999999995,0.07899999999999985,0.08399999999999985,0.07900000000000007,0.3759999999999999,0.3590000000000001,0.31400000000000006,0.461,0.316,0.145,0.5389999999999999,0.6839999999999999,0.145,11.2,0.6759999999999999,239.03896834,333.85790473,28.96061897,191.70307221,267.74540763,23.22566605,10.4,5.45445442,NA,NA,89.6,0.9951384,0.8027633000000001,8.88059997558594,9.45046043395996,0.27892172602013,0.0258146042061558,0.793289310305904,15.92259,12.01843,74.95966,11.799212,0.091821,0.129094,0.822413,0.17157,6.689318,3.894996,1136.6496582,6.84933996200562,106.833848874866,1063.941503718875,17,0.5,mixed,0,no paternal,ACV,79.4,67
CRI,Costa Rica,226,2014,136214,4,544856,0.00179046810497705,80000,148.611264799669,473784.1625515919,SEDLAC 2021,0.1688532591911798,1,0.175,4795396,839194.2999999999,0.762,0.41157264957264966,0.68,0.35042735042735035,0.06600000000000006,0.07399999999999984,0.07000000000000006,0.07900000000000007,0.08600000000000008,0.08199999999999996,0.388,0.368,0.31999999999999995,0.466,0.321,0.14400000000000002,0.534,0.679,0.14400000000000002,11.9,0.7,240.69793379,356.53294253,28.95439339,202.94786614,300.61579156,24.41330528,10.1,5.4429183,NA,NA,89.9,0.9765661,0.8282354,8.75537014007568,9.13685035705566,0.285703971119134,0.0274316475026323,0.805448753929053,16.12496,11.91474,77.55465,11.740272,0.144244,0.106365,0.800643,0.168541,6.680678,3.839801,1187.56787109,6.86952018737793,108.566932118964,1093.8578146324544,17,0.5,mixed,0,no paternal,ACV,79.4,67
CRI,Costa Rica,226,2015,133015,3.9,518758.5,0.0016408634222337386,NA,NA,491675.0043234182,SEDLAC 2021,NA,1,0.17300000000000001,4847804,838670.0920000001,0.743,0.3957196652719669,0.66,0.3472803347280331,0.06,0.07999999999999996,0.07600000000000007,0.07600000000000007,0.08399999999999996,0.08299999999999996,0.4600000000000001,0.4360000000000001,0.33999999999999997,0.47100000000000003,0.327,0.14400000000000002,0.5289999999999999,0.673,0.14400000000000002,12.7,0.718,241.1979502,354.06196455,27.28744507,199.75812101,293.23115185,22.59923172,8.9,5.51982594,0.76,0.24,91.1,0.9811818,0.8581475000000001,8.97692966461182,9.0624303817749,0.281616971246483,0.0274774774774775,0.793082123431109,16.25871,11.98628,77.53209,12.013791,0.157885,0.089895,0.817714,0.166292,6.872547,3.909458,1221.21716309,7.0825400352478,108.695721960693,1123.5190687004422,17,0.5,mixed,0,no paternal,ACV,79.4,67
CRI,Costa Rica,226,2016,132737,3.9,517674.3,0.0016227197834209584,NA,NA,520613.99306343467,SEDLAC 2021,NA,1,0.165,4899345,808391.925,0.7340000000000001,0.38636051502145896,0.653,0.34763948497854114,0.07100000000000001,0.06799999999999995,0.06900000000000006,0.08100000000000007,0.07999999999999996,0.08100000000000007,0.468,0.4590000000000001,0.347,0.45899999999999996,0.314,0.145,0.541,0.6859999999999999,0.145,15.4,0.726,234.20406302,373.56722538,26.64774323,195.13928465,311.25694487,22.20295143,8.2,5.36528778,NA,NA,91.8,0.9854613000000001,0.8838629,9.05233001708984,9.02248001098633,0.278945096987158,0.0284780905478762,0.780549309685418,16.4785,12.09168,76.51683,11.913762,0.114616,0.094767,0.821742,0.149588,6.894771,3.838278,1226.34350586,7.09768009185791,110.06700893427,1114.1790058021381,17,1,mixed,0,no paternal,ACV,79.4,67
CRI,Costa Rica,226,2017,141163,3.9,550535.7,0.001790410663745485,NA,NA,507765.3099845502,SEDLAC 2021,NA,1,0.154,4949954,762292.916,0.752,0.4172719665271971,0.672,0.3347280334728029,0.07,0.07300000000000006,0.07299999999999995,0.07000000000000006,0.07700000000000007,0.07999999999999996,0.432,0.42499999999999993,0.32799999999999996,0.512,0.36700000000000005,0.145,0.488,0.633,0.145,15.1,0.769,227.70882818,380.63495896,26.43719292,183.07692541,306.02888148,21.25539017,7.7,5.17889643,0.77,0.22999999999999998,92.3,0.9675163000000001,0.8467888000000001,9.06352996826172,8.79397964477539,0.287866631423579,0.0273372389880931,0.805481615001432,15.47069,11.38684,76.0355,12.016,0.105571,0.07207,0.822288,0.145962,7.069847,3.800262,1244.15026855,7.31572008132935,112.411557302308,1106.781454156098,17,1,mixed,0,no paternal,ACV,79.4,67
CRI,Costa Rica,226,2018,154738,3.8,588004.4,0.0019747422706871904,NA,NA,523390.27584204846,SEDLAC 2021,NA,1,0.161,4999441,804910.001,0.7709999999999999,0.4160216450216455,0.6890000000000001,0.3549783549783544,0.08100000000000002,0.08100000000000007,0.07699999999999996,0.06399999999999995,0.06900000000000006,0.08199999999999985,0.451,0.46299999999999997,0.31099999999999994,NA,NA,NA,NA,NA,NA,16.7,NA,251.06827693,422.33790646,27.59983826,203.91617451,343.02035801,22.4164238,7.4,5.28166151,NA,NA,92.6,0.9988077,0.9014962,8.91001987457275,8.74969959259033,0.348853386727581,0.0286946384468469,0.979365112595167,13.69558,10.20778,74.14176,11.70603,0.137388,0.057681,0.841799,0.138899,6.766958,3.763309,1336.52856445,6.97856998443604,115.157303224791,1160.6112048673547,17,1,mixed,0,no paternal,ACV,79.4,67
CRI,Costa Rica,226,2000,8300,4.5,37350,NA,NA,NA,116456.77,SEDLAC 2020,NA,1,0.275,3962372,1089652.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.48972807,175.4984132,33.96525574,78.54357159,163.14731383,31.57487297,NA,4.26218748,0.61,0.39,NA,NA,NA,6.89381980895996,13.225079536438,0.163114625333822,0.0113978672293046,0.456547256893871,19.79326,15.93797,99.63758,8.982949,6.07e-4,0.104004,0.455789,0.133357,4.717323,3.571869,513.43292236,4.68696022033691,78.9707207568716,650.1560545973919,17,0.5,mixed,0,no paternal,SPF,79.4,67
CRI,Costa Rica,226,2001,12234,4.4,53829.600000000006,NA,NA,NA,137340.42,SEDLAC 2020,NA,1,0.27699999999999997,4034074,1117438.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.07953212,175.58547812,33.18317413,81.10463585,167.38216476,31.63286781,NA,4.24420404,NA,NA,NA,NA,NA,6.82053995132446,12.4890804290771,0.203478651513964,0.00737000312179172,0.581513512172122,15.53899,14.66933,51.13537,8.529484,0.002,0.062721,0.473388,0.154889,4.815398,3.021088,525.79449463,4.85109996795654,81.2025684592531,647.5096842458132,17,0.5,mixed,0,no paternal,SPF,79.4,67
CRI,Costa Rica,226,2002,8300,4.4,36520,2.0902899432273796e-4,NA,NA,149376.13,SEDLAC 2020,NA,1,0.28,4100925,1148259,0.732,0.33834920634920645,0.608,0.39365079365079353,0.08299999999999996,0.10999999999999999,0.11199999999999999,0.11499999999999999,0.12,0.124,0.403,0.366,0.392,0.514,0.3,0.214,0.486,0.7,0.214,NA,0.495,90.94930223,189.88558279,32.75107193,85.22746494,177.93942837,30.69062233,NA,4.59278965,NA,NA,NA,NA,NA,6.98448991775513,12.4980497360229,0.215446838968946,0.00760544964141044,0.612214563904446,15.58059,14.68802,53.21814,8.662154,6.04e-4,0.052007,0.442242,0.112882,4.827163,3.227256,576.11865234,5.17354011535645,82.4904668765521,698.4063421560796,17,0.5,mixed,0,no paternal,SPF,79.4,67
ECU,Ecuador,229,2004,840305,4.9,4117494.5000000005,0.004649706281439369,11.5,11.5,263.32977,SEDLAC 2020,0.04367147702289794,1,NA,13596388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.231,101.41863568,268.20486334,67.69644165,91.20069242,241.18318181,60.87601089,48.6,1.73261905,NA,NA,51.4,NA,NA,28.1567497253418,33.2676696777344,0.710054859864985,NA,0.710054859864985,47.35326,47.35326,NA,3.838783,0.025631,0.228696,0.989131,0.005717,2.349799,0.239809,396.10687256,NA,86.6216781201728,457.2837667846486,12,0.75,mixed,0,no paternal,BDH,94.2,6
ECU,Ecuador,229,2005,917037,4.8,4401777.6,0.003861900908965301,11.5,11.5,251.50507,SEDLAC 2020,0.04572472435645134,1,0.40399999999999997,13825847,5585642.187999999,0.38799999999999996,0.13692703862660952,0.271,0.2510729613733904,0.026999999999999996,0.033,0.069,0.11599999999999999,0.15699999999999992,0.11699999999999994,0.4999999999999999,0.37,0.729,0.503,0.22399999999999998,0.278,0.497,0.776,0.278,0,0.247,116.41450681,294.66596982,69.31671143,105.52698869,267.10771119,62.83395386,45.8,1.68276167,0.58,0.42000000000000004,54.2,0.9790247999999999,0.5326661,28.785400390625,33.3830604553223,0.737947036119849,NA,0.737947036119849,47.28059,47.28059,NA,4.25861,0.065164,0.231243,1.037648,0.006053,2.284924,0.633578,425.02035522,NA,89.5605323721102,474.5621134252596,12,0.75,mixed,0,no paternal,BDH,94.2,6
ECU,Ecuador,229,2006,979008,4.8,4699238.399999999,0.0039299420736837905,11.5,11.5,302.1456661059604,SEDLAC 2021,0.03806111187432035,1,0.35600000000000004,14059384,5005140.704000001,0.395,0.154656652360515,0.28300000000000003,0.240343347639485,0.0030000000000000027,0.03,0.06500000000000003,0.10699999999999998,0.17000000000000004,0.11199999999999999,0.508,0.34099999999999997,0.717,0.45899999999999996,0.209,0.251,0.541,0.791,0.251,0,0.252,127.54862226,307.97747609,67.18495941,115.72342003,279.4244751,60.95615768,44.4,1.81756639,NA,NA,55.6,0.9850055000000001,0.5383191,28.5509605407715,32.8917617797852,0.828578697152306,NA,0.828578697152306,42.65214,42.65214,NA,4.28925,0.038614,0.202157,1.096253,0.007466,2.328446,0.616314,458.34024048,NA,92.4497050827274,495.7725285006158,12,0.75,mixed,0,no paternal,BDH,94.2,6
ECU,Ecuador,229,2007,1005967,4.8,4828641.6,0.007429956749536448,11.5,11.5,300.74811481957374,SEDLAC 2021,0.03823797867161739,1,0.35200000000000004,14296557,5032388.064,0.387,0.1364553376906318,0.272,0.2505446623093682,0.020000000000000018,0.044999999999999984,0.060000000000000026,0.11199999999999999,0.181,0.11499999999999999,0.475,0.31400000000000006,0.728,0.511,0.213,0.298,0.489,0.787,0.298,0,0.28,116.60813703,271.09501406,61.20627594,105.52163014,245.32068288,55.38709259,41.5,2.04557729,NA,NA,58.5,0.9909378,0.5610048,28.1680603027344,32.008129119873,0.922044730468215,NA,0.922044730468215,38.92302,38.92302,NA,5.355692,0.043134,0.36249,1.209567,0.056391,2.676201,1.007909,487.75973511,NA,95.0869923788515,512.9615764547872,12,0.75,mixed,0,no paternal,BDH,94.2,6
ECU,Ecuador,229,2008,1011955,4.8,4857384,0.00723584810897398,30,30,335.2396204534982,SEDLAC 2021,0.08948822922367364,1,0.34700000000000003,14535739,5043901.433,0.40299999999999997,0.1434063205417608,0.28800000000000003,0.2595936794582392,0.01200000000000001,0.043999999999999984,0.06999999999999998,0.11200000000000004,0.17599999999999988,0.11499999999999994,0.4929999999999999,0.32900000000000007,0.712,0.556,0.233,0.32299999999999995,0.44399999999999995,0.767,0.32299999999999995,0,0.318,138.28025941,287.87010024,60.52032089,125.19900089,260.63770121,54.79512024,35.7,2.09913039,NA,NA,64.3,0.9452771,NA,25.3763999938965,NA,0.399041578666941,NA,0.399041578666941,34.73077,34.73077,NA,6.526507,0.161942,0.731975,1.503194,0.185058,2.907519,1.036819,515.8538208,NA,98.7374773853446,522.449868540562,12,0.75,mixed,0,no paternal,BDH,94.2,6
ECU,Ecuador,229,2009,1244875,4.8,5975400,0.008852971110571477,35,35,358.0800822204116,SEDLAC 2021,0.09774349855755506,1,0.35600000000000004,14774424,5259694.944,0.44799999999999995,0.15606100217864927,0.314,0.2919389978213507,0.027999999999999997,0.07,0.08400000000000002,0.11600000000000005,0.17100000000000015,0.13399999999999995,0.524,0.3809999999999999,0.6859999999999999,0.6659999999999999,0.244,0.42200000000000004,0.3340000000000001,0.756,0.42200000000000004,0,0.33799999999999997,139.29748658,290.29547752,57.76110458,125.44644718,261.42995961,52.01762772,35.2,2.38107014,NA,NA,64.8,0.9906071,0.6637273,26.1543102264404,32.9889106750488,0.453663634220969,NA,0.453663634220969,34.37817,34.37817,NA,8.089942,0.165216,0.38054,1.576605,0.357736,4.1779,1.431945,569.31463623,4.34242010116577,98.3864199710624,578.6516435880561,12,0.75,mixed,10,minimal paternal,BDH,94.2,6
ECU,Ecuador,229,2010,1181058,4.6,5432866.8,0.009500419048755792,35,35,386.4980885126954,SEDLAC 2021,0.09055672211649334,1,0.327,15011117,4908635.259000001,0.49700000000000005,0.16590380313199096,0.349,0.33109619686800906,0.03199999999999997,0.08300000000000005,0.09800000000000003,0.132,0.15999999999999992,0.14800000000000008,0.5720000000000001,0.44400000000000006,0.651,0.7929999999999999,0.248,0.545,0.20700000000000007,0.752,0.545,0,0.381,147.30376161,288.98468463,51.97445297,134.19707541,263.27161704,47.34990692,32.2,2.83477521,0.67,0.32999999999999996,67.8,0.9923778,0.7008019,25.8706302642822,33.387580871582,0.480371210319147,NA,0.480371210319147,33.5397,33.5397,NA,8.083516,0.171398,0.300882,1.533657,0.336096,4.100993,1.64049,649.11578369,4.50743007659912,100,649.11578369,12,0.75,mixed,10,minimal paternal,BDH,94.2,6
ECU,Ecuador,229,2011,1211556,4.2,5088535.2,0.009734319313184017,35,35,416.5255221496581,SEDLAC 2021,0.08402846437684666,1,0.292,15243884,4451214.128,0.5820000000000001,0.18497239915074307,0.395,0.39702760084925703,0.06499999999999997,0.10199999999999995,0.15500000000000003,0.177,0.18899999999999995,0.18700000000000006,0.573,0.44899999999999995,0.605,0.84,0.271,0.569,0.16000000000000003,0.729,0.569,0,0.414,176.72481313,334.97741083,52.46224213,156.46885006,296.58274547,46.44909286,27.4,3.06546903,NA,NA,72.6,0.9912994999999999,0.7232210000000001,25.2765998840332,32.9217109680176,0.526246565198532,NA,0.526246565198532,31.90014,31.90014,NA,8.084036,0.193483,0.245673,1.486807,0.242164,4.366541,1.549368,777.36834717,4.72689008712769,103.156841568622,753.5790504528767,12,0.75,mixed,10,minimal paternal,BDH,94.2,6
ECU,Ecuador,229,2012,1023207,4.2,4297469.4,0.009263989555294139,50,50,455.41034443748117,SEDLAC 2021,0.10979109414336988,1,0.266,15474101,4116110.8660000004,0.606,0.21820043572984743,0.428,0.38779956427015255,0.05300000000000002,0.09500000000000003,0.13899999999999996,0.16599999999999998,0.18800000000000017,0.178,0.5980000000000001,0.4629999999999999,0.5720000000000001,0.882,0.278,0.605,0.118,0.722,0.605,0,0.43200000000000005,188.14513732,341.43345603,48.96629715,165.89797365,301.06076245,43.17629242,25.9,3.43776536,NA,NA,74.1,0.9881666,0.7475069999999999,25.1622695922852,31.8395309448242,0.563006677421331,NA,0.563006677421331,30.90604,30.90604,NA,8.174267,0.199311,0.277039,1.770703,0.288558,4.259199,1.379457,888.94116211,4.64307022094727,105.291504532867,844.2667488263642,12,0.75,mixed,10,minimal paternal,BDH,94.2,6
ECU,Ecuador,229,2013,1026114,4.6,4720124.399999999,NA,50,50,481.6293934573926,SEDLAC 2021,0.10381426191842931,1,0.264,15707474,4146773.1360000004,0.6,0.23317757009345785,0.44299999999999995,0.3668224299065421,0.05999999999999997,0.10600000000000004,0.123,0.14800000000000002,0.14400000000000013,0.15700000000000003,0.5450000000000002,0.46099999999999997,0.557,0.856,0.29,0.5660000000000001,0.14400000000000002,0.71,0.5660000000000001,0,0.446,179.5929001,330.74853711,43.60037994,156.6516042,288.49853694,38.03084564,26.2,3.82528639,NA,NA,73.8,0.9894259,0.7466817,24.2678108215332,29.7271404266357,0.638933108643381,NA,0.638933108643381,28.9608,28.9608,NA,9.249597,0.146585,0.301589,2.142639,0.321895,4.752797,1.584092,944.01867676,5.00464010238647,106.833848874866,883.6325628085576,12,0.75,mixed,10,minimal paternal,BDH,94.2,6
ECU,Ecuador,229,2014,444562,4.7,2089441.4000000001,NA,50,50,504.2985604338287,SEDLAC 2021,0.09914761596183602,1,0.23399999999999999,15951840,3732730.5599999996,0.622,0.23827906976744195,0.457,0.38372093023255804,0.08499999999999999,0.12399999999999994,0.14000000000000007,0.15400000000000003,0.15000000000000002,0.16499999999999998,0.512,0.44699999999999995,0.5429999999999999,0.8290000000000001,0.303,0.525,0.17099999999999993,0.6970000000000001,0.525,0,0.45299999999999996,165.55465668,304.08377651,38.60939026,142.20121315,261.18916124,33.16307831,22.7,4.11469746,NA,NA,77.3,0.989561,0.7588148,24.0028495788574,28.9205207824707,0.726210309577817,NA,0.726210309577817,26.50488,26.50488,NA,8.494024,0.135983,0.195931,2.275134,0.264429,4.540485,1.082062,990.07873535,5.26099014282227,108.566932118964,911.9523928935422,12,0.75,mixed,10,minimal paternal,BDH,94.2,6
ECU,Ecuador,229,2015,444150,4.6,2043089.9999999998,NA,50,50,513.8726243025778,SEDLAC 2021,0.09730037685478855,1,0.239,16212020,3874672.78,0.633,0.2403059360730593,0.461,0.39269406392694073,0.08599999999999997,0.12300000000000005,0.1469999999999999,0.15600000000000003,0.15100000000000013,0.172,0.54,0.4749999999999999,0.5389999999999999,0.81,0.315,0.495,0.18999999999999995,0.685,0.495,0,0.435,193.63724295,349.69165502,42.20384598,166.39030793,300.48611143,36.26529312,25.5,4.31252193,0.76,0.24,74.5,0.9901411,0.7852983,22.607780456543,26.8827209472656,0.72975554142268,NA,0.72975554142268,25.96739,25.96739,NA,8.411637,0.131241,0.125688,2.48021,0.187488,4.582482,0.904528,981.82788086,4.99870014190674,108.695721960693,903.2810704500888,12,0.75,mixed,10,minimal paternal,BDH,94.2,6
ECU,Ecuador,229,2016,433313,4.5,1949908.5,NA,50,50,548.6908764715822,SEDLAC 2021,0.09112599123486537,1,0.243,16491116.000000002,4007341.1880000005,0.624,0.2345263157894737,0.439,0.3894736842105263,0.099,0.12800000000000006,0.14600000000000002,0.16800000000000004,0.1509999999999999,0.185,0.528,0.4760000000000001,0.5609999999999999,0.7509999999999999,0.33,0.42100000000000004,0.2490000000000001,0.6699999999999999,0.42100000000000004,0,0.40299999999999997,172.69116663,314.43755839,39.14382172,146.23388739,266.26391726,33.14676285,23.9,4.4160718900000004,NA,NA,76.1,0.9892884,0.8147587000000001,22.8291206359863,26.0883808135986,0.729783414671255,NA,0.729783414671255,26.78884,26.78884,NA,8.835422,0.091718,0.338507,2.507438,0.163472,4.530534,1.203753,930.98205566,NA,110.06700893427,845.832066006232,12,1,mixed,10,minimal paternal,BDH,94.2,6
ECU,Ecuador,229,2017,412365,4.6,1896878.9999999998,NA,50,50,522.8782664974208,SEDLAC 2021,0.09562455202992576,1,0.23600000000000002,16785361,3961345.1960000005,0.601,0.2280833333333334,0.42200000000000004,0.37291666666666656,0.08499999999999999,0.11399999999999999,0.133,0.16699999999999998,0.17399999999999993,0.17899999999999994,0.5489999999999999,0.4600000000000001,0.578,0.7509999999999999,0.33,0.42100000000000004,0.2490000000000001,0.6699999999999999,0.42100000000000004,0,0.39799999999999996,178.56897168,333.88550878,38.68684006,149.68674192,279.88196109,32.42952347,22.3,4.54476023,0.77,0.22999999999999998,77.7,0.9886145999999999,0.8098928999999999,23.5580101013184,26.0833892822266,0.704357915371663,NA,0.704357915371663,28.04923,28.04923,NA,9.209399,0.091006,0.197188,2.700625,0.145234,4.756753,1.318593,949.68914795,NA,112.411557302308,844.8323026039079,12,1,mixed,10,minimal paternal,BDH,94.2,6
ECU,Ecuador,229,2000,1077540,4.6,4956684,NA,NA,NA,112.32543,SEDLAC 2020,NA,1,NA,12681123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.89721223,132.97063186,68.36405182,30.5966593,123.67178993,63.58324814,NA,0.96102405,0.49,0.51,NA,0.9706899,0.5031372000000001,21.7953491210938,23.9610996246338,0.633466108809001,NA,0.633466108809001,39.34173,39.34173,NA,3.175522,0.006896,0.161059,0.699625,0.023354,1.914887,0.369701,194.09249878,1.15093004703522,78.9707207568716,245.77779830268437,12,0.75,mixed,0,no paternal,BS_,94.2,6
ECU,Ecuador,229,2003,1150000,4.9,5635000,NA,NA,NA,215.84867,SEDLAC 2020,NA,1,0.48700000000000004,13369678,6511033.186000001,0.401,0.13819376391982183,0.28300000000000003,0.26280623608017817,0.015000000000000013,0.03799999999999998,0.07400000000000004,0.11299999999999999,0.15499999999999992,0.118,0.5019999999999999,0.362,0.717,0.534,0.213,0.321,0.46599999999999997,0.787,0.321,NA,0.243,90.77043589,243.71439218,68.77429199,81.90174812,219.90237864,62.05472183,47.4,1.6680541,NA,NA,52.6,0.9912591999999999,0.5039291,27.9176692962646,33.0869293212891,0.690464918708941,NA,0.690464918708941,46.13737,46.13737,NA,3.566851,0.029312,0.207275,0.923089,0.005331,2.092542,0.309302,354.27297974,NA,84.3630788186188,419.9384193904176,12,0.75,mixed,0,no paternal,BS_,94.2,6
GTM,Guatemala,235,2012,757765,4.9,3713048.5000000005,0.001987763941291312,300,38.29654214670095,2403.323131931014,SEDLAC 2021,0.12482715953345692,1,NA,15270771,NA,NA,NA,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.196,124.27937605,266.88240879,62.61981201,115.74553603,248.55650585,58.31991959,46.3,2.02623343,NA,NA,53.7,0.9249705,0.4173186,10.6093797683716,61.0957412719727,NA,NA,0.636612469324355,NA,15.85239,NA,7.680046,0.146864,1.610891,1.07949,0.250929,3.003637,1.588235,422.92913818,2.95785999298096,105.291504532867,401.6745131113419,12,1,mixed,2,no paternal,MBS,67.8,58
GTM,Guatemala,235,2013,769467,4.9,3770388.3000000003,0.0018520408868222726,300,38.18341754633041,2640.7825472204418,SEDLAC 2021,0.11360268959508434,1,NA,15595816,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,115.71789654,244.60981064,58.99893188,107.1282408,226.45260137,54.61948013,45.3,2.21485376,NA,NA,54.7,0.9017647,0.41427390000000003,NA,62.2885208129883,0.198726048474836,0.0220365531253247,0.436646776905902,NA,NA,19.86287,7.723917,0.136317,1.674227,1.182588,0.212256,2.968419,1.55011,412.66464233,2.88808989524841,106.833848874866,386.26769200588495,12,1,mixed,2,no paternal,MBS,67.8,58
